album_name,song,date,artist,Featured Artist,Featured Artist 2,Explicitness ,Chorus Words,Intro,Outro,Sentiment Score (Old),Sentiment,Sentiment Score,Adjusted,Color Words,Nature Words,Body Parts,Total Words,Unique Words,Lexical Diversity,Average Word Length,You Count,We Count,I Count,You Ratio,I Ratio,We Ratio,Dominant Pronoun,Bridge,Pre-Chorus,Temporal Words,Temporal Density
Lover,London Boy,8/23/2019,Taylor Swift,,,Clean,62,TRUE,TRUE,0.894188046,Positive,0.894188046,FALSE,2,2,9,449,144,0.3207,3.61,28,2,35,0.0624,0.078,0.0045,I Count,TRUE,TRUE,10,0.0223
Fearless,Love Story,9/15/2008,Taylor Swift,,,Clean,35,FALSE,TRUE,0.298309773,Neutral,0.298309773,FALSE,2,2,3,402,144,0.3582,3.43,19,14,24,0.0473,0.0597,0.0348,I Count,TRUE,TRUE,9,0.0224
Fearless (Taylor's Version),Love Story (Taylor’s Version),12/2/2021,Taylor Swift,,,Clean,35,FALSE,TRUE,0.298309773,Neutral,0.298309773,FALSE,2,2,3,402,144,0.3582,3.43,19,14,24,0.0473,0.0597,0.0348,I Count,TRUE,TRUE,9,0.0224
The Life of a Showgirl,Ruin the Friendship,10/3/2025,Taylor Swift,,,Clean,30,FALSE,TRUE,-0.094790049,Neutral,-0.094790049,FALSE,1,3,3,344,144,0.4186,4.1,16,3,5,0.0465,0.0145,0.0087,You Count,TRUE,FALSE,11,0.032
The Tortured Poets Department: The Anthology,The Prophecy,4/19/2024,Taylor Swift,,,Clean,37,TRUE,TRUE,-0.361636698,Negative,-0.361636698,FALSE,0,6,7,375,144,0.384,3.67,0,0,23,0,0.0613,0,I Count,TRUE,FALSE,13,0.0347
The Tortured Poets Department,Fresh Out the Slammer,4/19/2024,Taylor Swift,,,Clean,27,TRUE,TRUE,0.161668718,Neutral,0.161668718,FALSE,2,5,3,288,143,0.4965,3.76,4,2,17,0.0139,0.059,0.0069,I Count,TRUE,TRUE,21,0.0729
The Tortured Poets Department: The Anthology,Chloe or Sam or Sophia or Marcus,4/19/2024,Taylor Swift,,,Clean,30,FALSE,TRUE,-0.268072069,Negative,-0.594530284,TRUE,2,3,8,322,143,0.4441,3.91,26,3,11,0.0807,0.0342,0.0093,You Count,TRUE,FALSE,12,0.0373
Taylor Swift (2006),Mary's Song (Oh My My My),10/24/2006,Taylor Swift,,,Clean,58,FALSE,TRUE,0.586484671,Positive,0.586484671,FALSE,0,9,9,340,143,0.4206,3.52,17,11,12,0.05,0.0353,0.0324,You Count,TRUE,FALSE,31,0.0912
Midnights,Anti-Hero,10/21/2022,Taylor Swift,,,Clean,32,FALSE,FALSE,-0.550556779,Negative,-0.550556779,FALSE,0,4,1,368,143,0.3886,3.74,4,0,24,0.0109,0.0652,0,I Count,TRUE,TRUE,23,0.0625
Lover,Daylight,8/23/2019,Taylor Swift,,,Clean,44,FALSE,TRUE,-0.011228454,Positive,0.405485392,TRUE,8,42,3,506,142,0.2806,3.79,12,0,54,0.0237,0.1067,0,I Count,TRUE,TRUE,39,0.0771
1989 (Taylor's Version),Is It Over Now? (Taylor’s Version) [From the Vault],10/27/2023,Taylor Swift,,,Clean,42,TRUE,TRUE,-0.097900525,Neutral,-0.097900525,FALSE,5,2,10,441,142,0.322,3.64,17,2,15,0.0385,0.034,0.0045,You Count,TRUE,TRUE,27,0.0612
Midnights,Question...?,10/21/2022,Taylor Swift,,,Explicit,84,TRUE,FALSE,-0.13709864,Neutral,-0.13709864,FALSE,1,1,1,450,142,0.3156,3.71,38,5,15,0.0844,0.0333,0.0111,You Count,TRUE,FALSE,39,0.0867
Red (Taylor's Version),Ronan (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,17,FALSE,TRUE,0.315636635,Neutral,0.315636635,FALSE,2,3,9,314,141,0.449,3.78,15,11,16,0.0478,0.051,0.035,I Count,TRUE,FALSE,17,0.0541
Folklore,My Tears Ricochet,7/24/2020,Taylor Swift,,,Clean,42,FALSE,FALSE,-0.452009976,Negative,-0.452009976,FALSE,0,4,4,325,141,0.4338,3.5,25,3,23,0.0769,0.0708,0.0092,You Count,TRUE,FALSE,10,0.0308
Reputation,This Is Why We Can't Have Nice Things,10/11/2017,Taylor Swift,,,Clean,50,FALSE,FALSE,-0.465863317,Negative,-0.465863317,FALSE,0,2,4,452,141,0.3119,3.47,22,11,13,0.0487,0.0288,0.0243,You Count,TRUE,TRUE,5,0.0111
Speak Now,Enchanted,10/25/2010,Taylor Swift,,,Clean,29,FALSE,TRUE,0.674012065,Positive,0.674012065,FALSE,0,0,5,419,140,0.3341,3.88,27,2,28,0.0644,0.0668,0.0048,I Count,TRUE,FALSE,18,0.043
Speak Now (Taylor's Version),Enchanted (Taylor’s Version),7/7/2023,Taylor Swift,,,Clean,29,FALSE,TRUE,0.674012065,Positive,0.674012065,FALSE,0,0,5,419,140,0.3341,3.88,27,2,28,0.0644,0.0668,0.0048,I Count,TRUE,FALSE,18,0.043
The Tortured Poets Department,I Can Do It with a Broken Heart,4/19/2024,Taylor Swift,,,Explicit,49,FALSE,TRUE,0.386011362,Negative,-0.465863317,TRUE,0,1,6,414,140,0.3382,3.48,17,0,36,0.0411,0.087,0,I Count,FALSE,TRUE,26,0.0628
Evermore,Evermore (feat. Bon Iver),11/12/2020,"Taylor Swift, Bon Iver",Bon Iver,,Clean,32,FALSE,TRUE,-0.354660869,Neutral,-0.293317407,TRUE,1,13,3,359,135,0.376,3.78,4,6,22,0.0111,0.0613,0.0167,I Count,TRUE,FALSE,14,0.039
Lover,Death by a Thousand Cuts,8/23/2019,Taylor Swift,,,Clean,61,TRUE,TRUE,-0.389214605,Negative,-0.389214605,FALSE,0,0,5,470,139,0.2957,3.4,10,5,21,0.0213,0.0447,0.0106,I Count,TRUE,FALSE,17,0.0362
Midnights (3am Edition),Paris,10/21/2022,Taylor Swift,,,Clean,20,FALSE,FALSE,0.181269869,Positive,0.369026572,TRUE,0,1,0,323,138,0.4272,3.94,5,32,13,0.0155,0.0402,0.0991,We Count,TRUE,TRUE,3,0.0093
Speak Now (Deluxe Edition),If This Was a Movie,8/11/2011,Taylor Swift,,,Clean,66,FALSE,TRUE,-0.041310124,Neutral,-0.041310124,FALSE,0,3,30,469,138,0.2942,3.54,38,5,24,0.081,0.0512,0.0107,You Count,TRUE,FALSE,25,0.0533
Lover,Cruel Summer,8/23/2019,Taylor Swift,,,Clean,43,TRUE,TRUE,0.013974148,Neutral,0.013974148,FALSE,3,13,9,495,137,0.2768,3.29,19,3,30,0.0384,0.0606,0.0061,I Count,TRUE,TRUE,18,0.0364
Red (Deluxe Edition),The Moment I Knew,10/22/2012,Taylor Swift,,,Clean,43,FALSE,TRUE,-0.039201695,Neutral,-0.348133266,TRUE,3,2,3,376,137,0.3644,3.65,14,0,19,0.0372,0.0505,0,I Count,TRUE,FALSE,21,0.0559
Red (Taylor's Version),The Moment I Knew (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,43,FALSE,TRUE,-0.039201695,Neutral,-0.348133266,TRUE,3,2,3,376,137,0.3644,3.65,14,0,19,0.0372,0.0505,0,I Count,TRUE,FALSE,21,0.0559
1989 (Deluxe),Wonderland,10/27/2014,Taylor Swift,,,Clean,39,FALSE,FALSE,0.292931736,Neutral,0.292931736,FALSE,2,2,6,475,137,0.2884,3.56,17,19,14,0.0358,0.0295,0.04,We Count,TRUE,TRUE,18,0.0379
1989 (Taylor's Version),Wonderland (Taylor’s Version),10/27/2023,Taylor Swift,,,Clean,39,FALSE,FALSE,0.292931736,Neutral,0.292931736,FALSE,2,2,6,475,137,0.2884,3.56,17,19,14,0.0358,0.0295,0.04,We Count,TRUE,TRUE,18,0.0379
Midnights,Bejeweled,10/25/2022,Taylor Swift,,,Clean,69,FALSE,TRUE,0.495888233,Positive,0.495888233,FALSE,1,1,7,449,137,0.3051,3.6,14,2,42,0.0312,0.0935,0.0045,I Count,TRUE,FALSE,29,0.0646
Midnights,Mastermind,10/21/2022,Taylor Swift,,,Clean,59,FALSE,FALSE,0.30181247,Neutral,0.30181247,FALSE,0,2,3,352,137,0.3892,3.63,19,2,24,0.054,0.0682,0.0057,I Count,TRUE,TRUE,15,0.0426
The Life of a Showgirl,Opalite,10/3/2025,Taylor Swift,,,Clean,57,FALSE,FALSE,-0.038509645,Positive,0.405485392,TRUE,0,14,0,428,137,0.3201,3.47,26,9,6,0.0607,0.014,0.021,You Count,TRUE,TRUE,30,0.0701
Taylor Swift (2006),Our Song,8/22/2007,Taylor Swift,,,Clean,68,FALSE,TRUE,-0.078431636,Neutral,-0.078431636,FALSE,0,1,4,391,137,0.3504,3.49,4,5,22,0.0102,0.0563,0.0128,I Count,TRUE,FALSE,23,0.0588
Lover,Paper Rings,8/23/2019,Taylor Swift,,,Clean,56,FALSE,TRUE,0.406014293,Positive,0.406014293,FALSE,1,5,4,523,135,0.2581,3.55,30,8,42,0.0574,0.0803,0.0153,I Count,TRUE,TRUE,52,0.0994
Folklore,Cardigan,7/24/2020,Taylor Swift,,,Clean,25,FALSE,FALSE,0.185829118,Neutral,0.185829118,FALSE,1,3,6,353,135,0.3824,3.71,28,1,32,0.0793,0.0907,0.0028,I Count,TRUE,FALSE,26,0.0737
The Tortured Poets Department,Clara Bow,4/19/2024,Taylor Swift,,,Clean,25,FALSE,TRUE,0.172951818,Neutral,0.172951818,FALSE,1,5,7,265,135,0.5094,3.82,11,2,10,0.0415,0.0377,0.0075,You Count,TRUE,TRUE,7,0.0264
Folklore,Exile (feat. Bon Iver),7/24/2020,"Taylor Swift, Bon Iver",Bon Iver,,Clean,42,FALSE,TRUE,-0.743227422,Negative,-0.743227422,FALSE,0,1,4,487,128,0.2628,3.62,28,5,39,0.0575,0.0801,0.0103,I Count,TRUE,FALSE,37,0.076
The Tortured Poets Department: The Anthology,How Did It End?,4/19/2024,Taylor Swift,,,Clean,29,TRUE,FALSE,-0.484187365,Negative,-0.484187365,FALSE,0,2,0,245,135,0.551,3.98,1,10,4,0.0041,0.0163,0.0408,We Count,TRUE,TRUE,14,0.0571
The Life of a Showgirl,Elizabeth Taylor,10/3/2025,Taylor Swift,,,Clean,68,TRUE,TRUE,0.29390642,Neutral,0.29390642,FALSE,7,4,3,470,134,0.2851,3.51,24,1,27,0.0511,0.0574,0.0021,I Count,TRUE,TRUE,33,0.0702
1989 (Deluxe),New Romantics,10/27/2014,Taylor Swift,,,Clean,75,FALSE,FALSE,0.496620804,Positive,0.496620804,FALSE,2,0,12,984,134,0.1362,3.51,0,54,10,0,0.0102,0.0549,We Count,TRUE,FALSE,34,0.0346
1989 (Taylor's Version),New Romantics (Taylor's Version),10/27/2023,Taylor Swift,,,Clean,75,FALSE,FALSE,0.496620804,Positive,0.496620804,FALSE,2,0,12,984,134,0.1362,3.51,0,54,10,0,0.0102,0.0549,We Count,TRUE,FALSE,34,0.0346
Fearless,Hey Stephen,11/11/2008,Taylor Swift,,,Clean,47,TRUE,TRUE,0.523314357,Positive,0.523314357,FALSE,0,6,1,443,134,0.3025,3.3,26,4,37,0.0587,0.0835,0.009,I Count,TRUE,FALSE,13,0.0293
Fearless (Taylor's Version),Hey Stephen (Taylor’s Version),9/4/2021,Taylor Swift,,,Clean,47,TRUE,TRUE,0.523314357,Positive,0.523314357,FALSE,0,6,1,443,134,0.3025,3.3,26,4,37,0.0587,0.0835,0.009,I Count,TRUE,FALSE,13,0.0293
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,4/19/2024,Taylor Swift,,,Clean,50,FALSE,TRUE,0.167311326,Negative,-0.484187365,TRUE,0,4,3,316,134,0.4241,3.36,3,3,16,0.0095,0.0506,0.0095,I Count,TRUE,TRUE,13,0.0411
Lover,Cornelia Street,8/23/2019,Taylor Swift,,,Clean,66,FALSE,TRUE,-0.019090455,Neutral,-0.019090455,FALSE,0,2,6,405,134,0.3309,3.97,13,11,36,0.0321,0.0889,0.0272,I Count,TRUE,TRUE,43,0.1062
Speak Now,Mean,3/13/2011,Taylor Swift,,,Clean,41,FALSE,FALSE,-0.810999513,Negative,-0.810999513,FALSE,0,0,2,436,134,0.3073,3.43,39,1,17,0.0894,0.039,0.0023,You Count,TRUE,TRUE,11,0.0252
Speak Now (Taylor's Version),Mean (Taylor’s Version),7/7/2023,Taylor Swift,,,Clean,41,FALSE,FALSE,-0.810999513,Negative,-0.810999513,FALSE,0,0,2,436,134,0.3073,3.43,39,1,17,0.0894,0.039,0.0023,You Count,TRUE,TRUE,11,0.0252
1989 (Taylor's Version),Slut! (Taylor’s Version) [From the Vault],10/27/2023,Taylor Swift,,,Clean,44,FALSE,TRUE,0.257523835,Neutral,0.257523835,FALSE,2,7,4,361,133,0.3684,3.49,11,6,15,0.0305,0.0416,0.0166,I Count,TRUE,TRUE,11,0.0305
The Tortured Poets Department: The Anthology,The Albatross,4/19/2024,Taylor Swift,,,Clean,17,FALSE,TRUE,-0.770423412,Negative,-0.770423412,FALSE,1,6,4,259,133,0.5135,4.06,18,1,8,0.0695,0.0309,0.0039,You Count,TRUE,FALSE,9,0.0347
The Life of a Showgirl,Actually Romantic,10/3/2025,Taylor Swift,,,Explicit,40,FALSE,TRUE,0.421144217,Negative,-0.465863317,TRUE,0,2,4,315,133,0.4222,3.56,24,1,7,0.0762,0.0222,0.0032,You Count,TRUE,FALSE,8,0.0254
Red (Taylor's Version),Forever Winter (Taylor’s Version) [From the Vault],12/11/2021,Taylor Swift,,,Clean,40,FALSE,TRUE,-0.020136949,Neutral,-0.020136949,FALSE,0,16,2,381,133,0.3491,3.51,15,3,22,0.0394,0.0577,0.0079,I Count,TRUE,TRUE,38,0.0997
1989 (Taylor's Version),Suburban Legends (Taylor’s Version) [From the Vault],10/27/2023,Taylor Swift,,,Clean,35,FALSE,TRUE,-0.209035635,Neutral,-0.209035635,FALSE,0,6,4,318,133,0.4182,3.72,18,10,16,0.0566,0.0503,0.0314,You Count,FALSE,FALSE,17,0.0535
The Life of a Showgirl,Honey,10/3/2025,Taylor Swift,,,Explicit,56,TRUE,TRUE,0.198588729,Neutral,-0.198588729,TRUE,4,1,10,436,132,0.3028,3.83,27,6,8,0.0619,0.0183,0.0138,You Count,FALSE,TRUE,19,0.0436
The Tortured Poets Department,The Alchemy,4/19/2024,Taylor Swift,,,Clean,46,FALSE,TRUE,0.167695522,Neutral,0.167695522,FALSE,2,0,8,380,132,0.3474,3.74,5,8,15,0.0132,0.0395,0.0211,I Count,TRUE,FALSE,16,0.0421
Evermore,Tolerate It,11/12/2020,Taylor Swift,,,Explicit,56,FALSE,TRUE,0.280626893,Negative,-0.704667509,TRUE,0,1,7,331,132,0.3988,3.51,18,1,28,0.0544,0.0846,0.003,I Count,TRUE,FALSE,14,0.0423
Speak Now (Deluxe Edition),Ours,5/11/2011,Taylor Swift,,,Clean,33,FALSE,FALSE,0.15286468,Neutral,0.15286468,FALSE,0,5,4,319,132,0.4138,3.92,13,2,4,0.0408,0.0125,0.0063,You Count,TRUE,FALSE,7,0.0219
Speak Now (Taylor's Version),Ours (Taylor’s Version),7/7/2023,Taylor Swift,,,Clean,33,FALSE,FALSE,0.15286468,Neutral,0.15286468,FALSE,0,5,4,319,132,0.4138,3.92,13,2,4,0.0408,0.0125,0.0063,You Count,TRUE,FALSE,7,0.0219
Speak Now,Innocent,10/25/2010,Taylor Swift,,,Clean,32,FALSE,TRUE,0.141506836,Neutral,0.141506836,FALSE,0,4,2,342,132,0.386,3.76,30,0,2,0.0877,0.0058,0,You Count,TRUE,TRUE,39,0.114
Speak Now (Taylor's Version),Innocent (Taylor’s Version),7/7/2023,Taylor Swift,,,Clean,32,FALSE,TRUE,0.141506836,Neutral,0.141506836,FALSE,0,4,2,342,132,0.386,3.76,30,0,2,0.0877,0.0058,0,You Count,TRUE,TRUE,39,0.114
Fearless (Taylor's Version),White Horse (Taylor’s Version),9/4/2021,Taylor Swift,,,Clean,55,FALSE,TRUE,-0.29961738,Neutral,-0.29961738,FALSE,4,4,7,326,131,0.4018,3.51,14,1,18,0.0429,0.0552,0.0031,I Count,TRUE,FALSE,23,0.0706
Speak Now,Sparks Fly,7/18/2011,Taylor Swift,,,Clean,56,FALSE,TRUE,0.146802396,Positive,0.456468135,TRUE,3,4,6,368,131,0.356,3.72,21,0,18,0.0571,0.0489,0,You Count,TRUE,FALSE,8,0.0217
Speak Now (Taylor's Version),Sparks Fly (Taylor’s Version),7/7/2023,Taylor Swift,,,Clean,56,FALSE,TRUE,0.146802396,Positive,0.456468135,TRUE,3,4,6,368,131,0.356,3.72,21,0,18,0.0571,0.0489,0,You Count,TRUE,FALSE,8,0.0217
1989 (Taylor's Version),Now That We Don’t Talk (Taylor’s Version) [From the Vault],10/27/2023,Taylor Swift,,,Clean,45,FALSE,TRUE,-0.378445238,Negative,-0.378445238,FALSE,1,2,4,299,131,0.4381,3.33,11,8,24,0.0368,0.0803,0.0268,I Count,TRUE,FALSE,11,0.0368
The Life of a Showgirl,The Fate of Ophelia,10/3/2025,Taylor Swift,,,Clean,44,FALSE,TRUE,0.405485392,Positive,0.405485392,FALSE,0,14,7,476,131,0.2752,3.67,28,3,13,0.0588,0.0273,0.0063,You Count,TRUE,TRUE,31,0.0651
The Life of a Showgirl,Wi$h Li$t,10/3/2025,Taylor Swift,,,Explicit,54,FALSE,FALSE,0.389752477,Positive,0.389752477,FALSE,0,3,1,435,131,0.3011,3.79,16,5,21,0.0368,0.0483,0.0115,I Count,TRUE,TRUE,6,0.0138
Evermore,Cowboy Like Me,11/12/2020,Taylor Swift,,,Explicit,67,FALSE,TRUE,0.324752271,Neutral,0.324752271,FALSE,0,3,3,362,131,0.3619,3.6,12,2,22,0.0331,0.0608,0.0055,I Count,TRUE,FALSE,26,0.0718
Reputation,...Ready for It?,3/9/2017,Taylor Swift,,,Clean,44,FALSE,FALSE,0.178949982,Neutral,0.178949982,FALSE,0,3,1,470,131,0.2787,3.36,14,6,30,0.0298,0.0638,0.0128,I Count,FALSE,TRUE,30,0.0638
Reputation,Gorgeous,10/20/2017,Taylor Swift,,,Clean,35,TRUE,TRUE,-0.03432424,Neutral,-0.03432424,FALSE,1,6,17,475,130,0.2737,3.48,35,0,29,0.0737,0.0611,0,You Count,TRUE,TRUE,1,0.0021
Folklore,The 1,7/24/2020,Taylor Swift,,,Explicit,49,FALSE,FALSE,0.622757673,Neutral,-0.13709864,TRUE,0,0,0,328,130,0.3963,3.78,20,12,16,0.061,0.0488,0.0366,You Count,TRUE,TRUE,24,0.0732
Midnights,Karma,5/26/2023,Taylor Swift,,,Clean,57,FALSE,TRUE,0.308619559,Neutral,0.308619559,FALSE,0,7,5,409,130,0.3178,3.75,16,0,9,0.0391,0.022,0,You Count,TRUE,TRUE,10,0.0244
Fearless,White Horse,8/12/2008,Taylor Swift,,,Clean,55,FALSE,TRUE,-0.292520821,Negative,-0.348133266,TRUE,4,4,7,324,129,0.3981,3.52,14,1,18,0.0432,0.0556,0.0031,I Count,TRUE,FALSE,22,0.0679
Taylor Swift (2006),Teardrops on My Guitar,2/13/2007,Taylor Swift,,,Clean,34,FALSE,TRUE,0.608016074,Positive,0.608016074,FALSE,0,4,2,318,129,0.4057,3.29,0,1,23,0,0.0723,0.0031,I Count,FALSE,TRUE,7,0.022
Red,Begin Again,1/10/2012,Taylor Swift,,,Clean,54,FALSE,TRUE,-0.130441785,Neutral,-0.130441785,FALSE,0,1,8,354,129,0.3644,3.54,17,2,25,0.048,0.0706,0.0056,I Count,TRUE,FALSE,26,0.0734
Red (Taylor's Version),Begin Again (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,54,FALSE,TRUE,-0.130441785,Neutral,-0.130441785,FALSE,0,1,8,354,129,0.3644,3.54,17,2,25,0.048,0.0706,0.0056,I Count,TRUE,FALSE,26,0.0734
Folklore,Illicit Affairs,7/24/2020,Taylor Swift,,,Clean,33,FALSE,TRUE,-0.595317066,Negative,-0.595317066,FALSE,0,0,2,251,129,0.5139,4.02,16,1,3,0.0637,0.012,0.004,You Count,TRUE,FALSE,9,0.0359
Fearless (Taylor's Version),You All Over Me (feat. Maren Morris) (Taylor’s Version) [From the Vault],3/26/2021,Taylor Swift,,,Clean,45,FALSE,TRUE,-0.616057336,Negative,-0.616057336,FALSE,0,2,2,307,129,0.4202,3.48,18,3,22,0.0586,0.0717,0.0098,I Count,FALSE,FALSE,17,0.0554
Lover,You Need to Calm Down,6/14/2019,Taylor Swift,,,Clean,44,FALSE,FALSE,-0.709742904,Negative,-0.709742904,FALSE,0,3,1,397,129,0.3249,3.25,33,5,8,0.0831,0.0202,0.0126,You Count,TRUE,TRUE,8,0.0202
Folklore,Mad Woman,7/24/2020,Taylor Swift,,,Clean,50,FALSE,TRUE,-0.748182774,Negative,-0.748182774,FALSE,0,3,3,325,129,0.3969,3.72,23,0,13,0.0708,0.04,0,You Count,TRUE,TRUE,15,0.0462
Red,The Lucky One,10/22/2012,Taylor Swift,,,Clean,31,FALSE,FALSE,0.181714326,Neutral,0.181714326,FALSE,2,3,0,361,128,0.3546,3.53,39,1,3,0.108,0.0083,0.0028,You Count,FALSE,TRUE,33,0.0914
Red (Taylor's Version),The Lucky One (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,31,FALSE,FALSE,0.181714326,Neutral,0.181714326,FALSE,2,3,0,361,128,0.3546,3.53,39,1,3,0.108,0.0083,0.0028,You Count,FALSE,TRUE,33,0.0914
One Chance (Original Motion Picture Soundtrack),Sweeter than Fiction,10/21/2013,Taylor Swift,,,Clean,25,FALSE,TRUE,0.667168796,Positive,0.667168796,FALSE,0,4,10,495,128,0.2586,3.68,31,4,22,0.0626,0.0444,0.0081,You Count,TRUE,TRUE,34,0.0687
1989 (Deluxe),You Are in Love,10/27/2014,Taylor Swift,,,Clean,50,FALSE,FALSE,0.652088344,Positive,0.652088344,FALSE,0,2,4,417,128,0.307,3.7,46,0,1,0.1103,0.0024,0,You Count,TRUE,FALSE,13,0.0312
1989 (Taylor's Version),You Are In Love (Taylor's Version),10/27/2023,Taylor Swift,,,Clean,50,FALSE,FALSE,0.652088344,Positive,0.652088344,FALSE,0,2,4,417,128,0.307,3.7,46,0,1,0.1103,0.0024,0,You Count,TRUE,FALSE,13,0.0312
The Tortured Poets Department: The Anthology,Cassandra,4/19/2024,Taylor Swift,,,Clean,32,FALSE,TRUE,-0.426656693,Negative,-0.426656693,FALSE,0,5,2,383,128,0.3342,3.75,8,0,18,0.0209,0.047,0,I Count,TRUE,TRUE,18,0.047
The Tortured Poets Department,Down Bad,4/19/2024,Taylor Swift,,,Clean,61,FALSE,TRUE,-0.670756221,Negative,-0.670756221,FALSE,0,5,9,498,128,0.257,3.33,7,0,42,0.0141,0.0843,0,I Count,TRUE,TRUE,10,0.0201
The Tortured Poets Department,Florida!!! (feat. Florence + The Machine),4/19/2024,"Taylor Swift, Florence + The Machine",Florence + The Machine,,Explicit,13,FALSE,FALSE,-0.427249968,Negative,-0.427249968,FALSE,0,2,4,447,156,0.349,3.51,17,3,19,0.038,0.0425,0.0067,I Count,TRUE,TRUE,11,0.0246
Red,Red,6/21/2013,Taylor Swift,,,Clean,31,FALSE,TRUE,0.315306067,Negative,-0.348133266,TRUE,49,3,3,335,127,0.3791,3.97,7,0,4,0.0209,0.0119,0,You Count,TRUE,FALSE,19,0.0567
